Adjusted	Sector	SectorName	Date	Employment
SMS	10	Mining and Logging	1993-12-01	5.8
SMS	10	Mining and Logging	1994-01-01	5.7
SMS	10	Mining and Logging	1994-02-01	5.6
SMS	10	Mining and Logging	1994-03-01	5.6
SMS	10	Mining and Logging	1994-04-01	5.6
SMS	10	Mining and Logging	1994-05-01	5.7
SMS	10	Mining and Logging	1994-06-01	5.8
SMS	10	Mining and Logging	1994-07-01	5.7
SMS	10	Mining and Logging	1994-08-01	5.8
SMS	10	Mining and Logging	1994-09-01	5.7
SMS	10	Mining and Logging	1994-10-01	5.7
SMS	10	Mining and Logging	1994-11-01	5.8
SMS	10	Mining and Logging	1994-12-01	5.8
SMS	10	Mining and Logging	1995-01-01	5.5
SMS	10	Mining and Logging	1995-02-01	5.5
SMS	10	Mining and Logging	1995-03-01	5.7
SMS	10	Mining and Logging	1995-04-01	5.7
SMS	10	Mining and Logging	1995-05-01	5.7
SMS	10	Mining and Logging	1995-06-01	5.6
SMS	10	Mining and Logging	1995-07-01	5.6
SMS	10	Mining and Logging	1995-08-01	5.6
SMS	10	Mining and Logging	1995-09-01	5.5
SMS	10	Mining and Logging	1995-10-01	5.5
SMS	10	Mining and Logging	1995-11-01	5.4
SMS	10	Mining and Logging	1995-12-01	5.3
SMS	10	Mining and Logging	1996-01-01	5.2
SMS	10	Mining and Logging	1996-02-01	5.4
SMS	10	Mining and Logging	1996-03-01	5.3
SMS	10	Mining and Logging	1996-04-01	5.5
SMS	10	Mining and Logging	1996-05-01	5.5
SMS	10	Mining and Logging	1996-06-01	5.7
SMS	10	Mining and Logging	1996-07-01	5.5
SMS	10	Mining and Logging	1996-08-01	5.5
SMS	10	Mining and Logging	1996-09-01	5.5
SMS	10	Mining and Logging	1996-10-01	5.5
SMS	10	Mining and Logging	1996-11-01	5.5
SMS	10	Mining and Logging	1996-12-01	5.5
SMS	10	Mining and Logging	1997-01-01	5.5
SMS	10	Mining and Logging	1997-02-01	5.4
SMS	10	Mining and Logging	1997-03-01	5.5
SMS	10	Mining and Logging	1997-04-01	5.2
SMS	10	Mining and Logging	1997-05-01	5.2
SMS	10	Mining and Logging	1997-06-01	5.2
SMS	10	Mining and Logging	1997-07-01	5.3
SMS	10	Mining and Logging	1997-08-01	5.3
SMS	10	Mining and Logging	1997-09-01	5.4
SMS	10	Mining and Logging	1997-10-01	5.3
SMS	10	Mining and Logging	1997-11-01	5.3
SMS	10	Mining and Logging	1997-12-01	5.2
SMS	10	Mining and Logging	1998-01-01	5.3
SMS	10	Mining and Logging	1998-02-01	5.4
SMS	10	Mining and Logging	1998-03-01	5.4
SMS	10	Mining and Logging	1998-04-01	5.4
SMS	10	Mining and Logging	1998-05-01	5.4
SMS	10	Mining and Logging	1998-06-01	5.4
SMS	10	Mining and Logging	1998-07-01	5.3
SMS	10	Mining and Logging	1998-08-01	5.2
SMS	10	Mining and Logging	1998-09-01	5.3
SMS	10	Mining and Logging	1998-10-01	5.3
SMS	10	Mining and Logging	1998-11-01	5.4
SMS	10	Mining and Logging	1998-12-01	5.5
SMS	10	Mining and Logging	1999-01-01	5.4
SMS	10	Mining and Logging	1999-02-01	5.5
SMS	10	Mining and Logging	1999-03-01	5.5
SMS	10	Mining and Logging	1999-04-01	5.5
SMS	10	Mining and Logging	1999-05-01	5.5
SMS	10	Mining and Logging	1999-06-01	5.4
SMS	10	Mining and Logging	1999-07-01	5.5
SMS	10	Mining and Logging	1999-08-01	5.5
SMS	10	Mining and Logging	1999-09-01	5.4
SMS	10	Mining and Logging	1999-10-01	5.4
SMS	10	Mining and Logging	1999-11-01	5.5
SMS	10	Mining and Logging	1999-12-01	5.4
SMS	10	Mining and Logging	2000-01-01	5.5
SMS	10	Mining and Logging	2000-02-01	5.4
SMS	10	Mining and Logging	2000-03-01	5.7
SMS	10	Mining and Logging	2000-04-01	5.5
SMS	10	Mining and Logging	2000-05-01	5.5
SMS	10	Mining and Logging	2000-06-01	5.6
SMS	10	Mining and Logging	2000-07-01	5.5
SMS	10	Mining and Logging	2000-08-01	5.5
SMS	10	Mining and Logging	2000-09-01	5.5
SMS	10	Mining and Logging	2000-10-01	5.4
SMS	10	Mining and Logging	2000-11-01	5.5
SMS	10	Mining and Logging	2000-12-01	5.4
SMS	10	Mining and Logging	2001-01-01	5.4
SMS	10	Mining and Logging	2001-02-01	5.5
SMS	10	Mining and Logging	2001-03-01	5.6
SMS	10	Mining and Logging	2001-04-01	5.3
SMS	10	Mining and Logging	2001-05-01	5.4
SMS	10	Mining and Logging	2001-06-01	5.3
SMS	10	Mining and Logging	2001-07-01	5.3
SMS	10	Mining and Logging	2001-08-01	5.3
SMS	10	Mining and Logging	2001-09-01	5.1
SMS	10	Mining and Logging	2001-10-01	5.3
SMS	10	Mining and Logging	2001-11-01	5.3
SMS	10	Mining and Logging	2001-12-01	5.4
SMS	10	Mining and Logging	2002-01-01	5.2
SMS	10	Mining and Logging	2002-02-01	5.1
SMS	10	Mining and Logging	2002-03-01	5.1
SMS	10	Mining and Logging	2002-04-01	5.2
SMS	10	Mining and Logging	2002-05-01	5.1
SMS	10	Mining and Logging	2002-06-01	5.1
SMS	10	Mining and Logging	2002-07-01	5.1
SMS	10	Mining and Logging	2002-08-01	5.1
SMS	10	Mining and Logging	2002-09-01	5.0
SMS	10	Mining and Logging	2002-10-01	5.1
SMS	10	Mining and Logging	2002-11-01	5.1
SMS	10	Mining and Logging	2002-12-01	5.0
SMS	10	Mining and Logging	2003-01-01	5.2
SMS	10	Mining and Logging	2003-02-01	5.2
SMS	10	Mining and Logging	2003-03-01	5.2
SMS	10	Mining and Logging	2003-04-01	5.2
SMS	10	Mining and Logging	2003-05-01	5.3
SMS	10	Mining and Logging	2003-06-01	5.3
SMS	10	Mining and Logging	2003-07-01	5.3
SMS	10	Mining and Logging	2003-08-01	5.3
SMS	10	Mining and Logging	2003-09-01	5.4
SMS	10	Mining and Logging	2003-10-01	5.3
SMS	10	Mining and Logging	2003-11-01	5.4
SMS	10	Mining and Logging	2003-12-01	5.5
SMS	10	Mining and Logging	2004-01-01	5.5
SMS	10	Mining and Logging	2004-02-01	5.4
SMS	10	Mining and Logging	2004-03-01	5.6
SMS	10	Mining and Logging	2004-04-01	5.6
SMS	10	Mining and Logging	2004-05-01	5.6
SMS	10	Mining and Logging	2004-06-01	5.6
SMS	10	Mining and Logging	2004-07-01	5.7
SMS	10	Mining and Logging	2004-08-01	5.7
SMS	10	Mining and Logging	2004-09-01	5.7
SMS	10	Mining and Logging	2004-10-01	5.7
SMS	10	Mining and Logging	2004-11-01	5.7
SMS	10	Mining and Logging	2004-12-01	5.8
SMS	20	Construction	1990-01-01	329.8
SMS	20	Construction	1990-02-01	331.7
SMS	20	Construction	1990-03-01	334.0
SMS	20	Construction	1990-04-01	328.9
SMS	20	Construction	1990-05-01	327.9
SMS	20	Construction	1990-06-01	325.5
SMS	20	Construction	1990-07-01	323.6
SMS	20	Construction	1990-08-01	323.2
SMS	20	Construction	1990-09-01	321.0
SMS	20	Construction	1990-10-01	313.1
SMS	20	Construction	1990-11-01	310.4
SMS	20	Construction	1990-12-01	305.4
SMS	20	Construction	1991-01-01	291.0
SMS	20	Construction	1991-02-01	287.9
SMS	20	Construction	1991-03-01	285.2
SMS	20	Construction	1991-04-01	285.2
SMS	20	Construction	1991-05-01	282.4
SMS	20	Construction	1991-06-01	281.4
SMS	20	Construction	1991-07-01	276.6
SMS	20	Construction	1991-08-01	273.4
SMS	20	Construction	1991-09-01	270.8
SMS	20	Construction	1991-10-01	267.9
SMS	20	Construction	1991-11-01	265.8
SMS	20	Construction	1991-12-01	263.6
SMS	20	Construction	1992-01-01	259.6
SMS	20	Construction	1992-02-01	256.8
SMS	20	Construction	1992-03-01	253.0
SMS	20	Construction	1992-04-01	248.2
SMS	20	Construction	1992-05-01	245.3
SMS	20	Construction	1992-06-01	244.0
SMS	20	Construction	1992-07-01	242.5
SMS	20	Construction	1992-08-01	240.8
SMS	20	Construction	1992-09-01	239.2
SMS	20	Construction	1992-10-01	238.8
SMS	20	Construction	1992-11-01	238.3
SMS	20	Construction	1992-12-01	240.1
SMS	20	Construction	1993-01-01	243.9
SMS	20	Construction	1993-02-01	243.0
SMS	20	Construction	1993-03-01	239.2
SMS	20	Construction	1993-04-01	242.3
SMS	20	Construction	1993-05-01	243.6
SMS	20	Construction	1993-06-01	243.8
SMS	20	Construction	1993-07-01	243.8
SMS	20	Construction	1993-08-01	243.9
SMS	20	Construction	1993-09-01	245.7
SMS	20	Construction	1993-10-01	247.3
SMS	20	Construction	1993-11-01	247.3
SMS	20	Construction	1993-12-01	246.9
SMS	20	Construction	1994-01-01	238.6
SMS	20	Construction	1994-02-01	239.2
SMS	20	Construction	1994-03-01	240.9
SMS	20	Construction	1994-04-01	246.2
SMS	20	Construction	1994-05-01	250.0
SMS	20	Construction	1994-06-01	250.0
SMS	20	Construction	1994-07-01	253.3
SMS	20	Construction	1994-08-01	254.6
SMS	20	Construction	1994-09-01	254.8
SMS	20	Construction	1994-10-01	255.6
SMS	20	Construction	1994-11-01	257.1
SMS	20	Construction	1994-12-01	255.9
SMS	20	Construction	1995-01-01	255.8
SMS	20	Construction	1995-02-01	253.6
SMS	20	Construction	1995-03-01	255.0
SMS	20	Construction	1995-04-01	255.9
SMS	20	Construction	1995-05-01	252.8
SMS	20	Construction	1995-06-01	250.8
SMS	20	Construction	1995-07-01	249.4
SMS	20	Construction	1995-08-01	250.0
SMS	20	Construction	1995-09-01	250.4
SMS	20	Construction	1995-10-01	250.2
SMS	20	Construction	1995-11-01	250.3
SMS	20	Construction	1995-12-01	250.2
SMS	20	Construction	1996-01-01	243.0
SMS	20	Construction	1996-02-01	250.4
SMS	20	Construction	1996-03-01	250.6
SMS	20	Construction	1996-04-01	251.5
SMS	20	Construction	1996-05-01	253.2
SMS	20	Construction	1996-06-01	255.6
SMS	20	Construction	1996-07-01	257.2
SMS	20	Construction	1996-08-01	259.0
SMS	20	Construction	1996-09-01	260.3
SMS	20	Construction	1996-10-01	261.8
SMS	20	Construction	1996-11-01	262.1
SMS	20	Construction	1996-12-01	260.9
SMS	20	Construction	1997-01-01	260.6
SMS	20	Construction	1997-02-01	261.3
SMS	20	Construction	1997-03-01	263.3
SMS	20	Construction	1997-04-01	262.4
SMS	20	Construction	1997-05-01	263.1
SMS	20	Construction	1997-06-01	263.2
SMS	20	Construction	1997-07-01	267.2
SMS	20	Construction	1997-08-01	268.2
SMS	20	Construction	1997-09-01	269.3
SMS	20	Construction	1997-10-01	268.8
SMS	20	Construction	1997-11-01	269.6
SMS	20	Construction	1997-12-01	271.8
SMS	20	Construction	1998-01-01	277.3
SMS	20	Construction	1998-02-01	281.4
SMS	20	Construction	1998-03-01	279.6
SMS	20	Construction	1998-04-01	279.9
SMS	20	Construction	1998-05-01	280.9
SMS	20	Construction	1998-06-01	282.5
SMS	20	Construction	1998-07-01	283.7
SMS	20	Construction	1998-08-01	284.6
SMS	20	Construction	1998-09-01	286.8
SMS	20	Construction	1998-10-01	289.0
SMS	20	Construction	1998-11-01	291.7
SMS	20	Construction	1998-12-01	295.3
SMS	20	Construction	1999-01-01	301.0
SMS	20	Construction	1999-02-01	304.9
SMS	20	Construction	1999-03-01	301.5
SMS	20	Construction	1999-04-01	309.3
SMS	20	Construction	1999-05-01	310.3
SMS	20	Construction	1999-06-01	312.6
SMS	20	Construction	1999-07-01	311.4
SMS	20	Construction	1999-08-01	313.6
SMS	20	Construction	1999-09-01	314.2
SMS	20	Construction	1999-10-01	316.3
SMS	20	Construction	1999-11-01	317.0
SMS	20	Construction	1999-12-01	319.2
SMS	20	Construction	2000-01-01	319.1
SMS	20	Construction	2000-02-01	319.7
SMS	20	Construction	2000-03-01	325.3
SMS	20	Construction	2000-04-01	323.4
SMS	20	Construction	2000-05-01	323.7
SMS	20	Construction	2000-06-01	324.8
SMS	20	Construction	2000-07-01	326.9
SMS	20	Construction	2000-08-01	328.3
SMS	20	Construction	2000-09-01	331.7
SMS	20	Construction	2000-10-01	333.5
SMS	20	Construction	2000-11-01	335.3
SMS	20	Construction	2000-12-01	335.2
SMS	20	Construction	2001-01-01	332.0
SMS	20	Construction	2001-02-01	333.5
SMS	20	Construction	2001-03-01	332.5
SMS	20	Construction	2001-04-01	333.2
SMS	20	Construction	2001-05-01	335.4
SMS	20	Construction	2001-06-01	334.3
SMS	20	Construction	2001-07-01	331.1
SMS	20	Construction	2001-08-01	329.3
SMS	20	Construction	2001-09-01	326.1
SMS	20	Construction	2001-10-01	326.3
SMS	20	Construction	2001-11-01	326.3
SMS	20	Construction	2001-12-01	326.2
SMS	20	Construction	2002-01-01	323.8
SMS	20	Construction	2002-02-01	325.0
SMS	20	Construction	2002-03-01	323.7
SMS	20	Construction	2002-04-01	322.7
SMS	20	Construction	2002-05-01	320.8
SMS	20	Construction	2002-06-01	320.2
SMS	20	Construction	2002-07-01	321.4
SMS	20	Construction	2002-08-01	322.4
SMS	20	Construction	2002-09-01	321.6
SMS	20	Construction	2002-10-01	321.9
SMS	20	Construction	2002-11-01	321.4
SMS	20	Construction	2002-12-01	320.7
SMS	20	Construction	2003-01-01	322.4
SMS	20	Construction	2003-02-01	320.0
SMS	20	Construction	2003-03-01	320.1
SMS	20	Construction	2003-04-01	318.7
SMS	20	Construction	2003-05-01	319.9
SMS	20	Construction	2003-06-01	319.4
SMS	20	Construction	2003-07-01	320.7
SMS	20	Construction	2003-08-01	319.4
SMS	20	Construction	2003-09-01	319.8
SMS	20	Construction	2003-10-01	317.4
SMS	20	Construction	2003-11-01	317.0
SMS	20	Construction	2003-12-01	317.5
SMS	20	Construction	2004-01-01	316.3
SMS	20	Construction	2004-02-01	317.6
SMS	20	Construction	2004-03-01	320.8
SMS	20	Construction	2004-04-01	320.1
SMS	20	Construction	2004-05-01	321.1
SMS	20	Construction	2004-06-01	322.7
SMS	20	Construction	2004-07-01	323.3
SMS	20	Construction	2004-08-01	323.6
SMS	20	Construction	2004-09-01	324.3
SMS	20	Construction	2004-10-01	324.9
SMS	20	Construction	2004-11-01	325.2
SMS	20	Construction	2004-12-01	325.4
SMS	30	Manufacturing	1990-01-01	1012.3
SMS	30	Manufacturing	1990-02-01	1009.6
SMS	30	Manufacturing	1990-03-01	1008.1
SMS	30	Manufacturing	1990-04-01	997.8
SMS	30	Manufacturing	1990-05-01	994.2
SMS	30	Manufacturing	1990-06-01	987.4
SMS	30	Manufacturing	1990-07-01	980.3
SMS	30	Manufacturing	1990-08-01	971.2
SMS	30	Manufacturing	1990-09-01	967.8
SMS	30	Manufacturing	1990-10-01	961.0
SMS	30	Manufacturing	1990-11-01	948.9
SMS	30	Manufacturing	1990-12-01	943.9
SMS	30	Manufacturing	1991-01-01	929.0
SMS	30	Manufacturing	1991-02-01	923.1
SMS	30	Manufacturing	1991-03-01	916.8
SMS	30	Manufacturing	1991-04-01	921.8
SMS	30	Manufacturing	1991-05-01	913.9
SMS	30	Manufacturing	1991-06-01	909.6
SMS	30	Manufacturing	1991-07-01	903.7
SMS	30	Manufacturing	1991-08-01	902.2
SMS	30	Manufacturing	1991-09-01	900.4
SMS	30	Manufacturing	1991-10-01	899.8
SMS	30	Manufacturing	1991-11-01	896.9
SMS	30	Manufacturing	1991-12-01	887.3
SMS	30	Manufacturing	1992-01-01	884.5
SMS	30	Manufacturing	1992-02-01	879.9
SMS	30	Manufacturing	1992-03-01	876.3
SMS	30	Manufacturing	1992-04-01	875.7
SMS	30	Manufacturing	1992-05-01	873.0
SMS	30	Manufacturing	1992-06-01	869.3
SMS	30	Manufacturing	1992-07-01	868.9
SMS	30	Manufacturing	1992-08-01	865.3
SMS	30	Manufacturing	1992-09-01	860.5
SMS	30	Manufacturing	1992-10-01	858.0
SMS	30	Manufacturing	1992-11-01	855.8
SMS	30	Manufacturing	1992-12-01	854.0
SMS	30	Manufacturing	1993-01-01	850.5
SMS	30	Manufacturing	1993-02-01	850.4
SMS	30	Manufacturing	1993-03-01	846.6
SMS	30	Manufacturing	1993-04-01	839.2
SMS	30	Manufacturing	1993-05-01	839.8
SMS	30	Manufacturing	1993-06-01	836.1
SMS	30	Manufacturing	1993-07-01	831.3
SMS	30	Manufacturing	1993-08-01	829.0
SMS	30	Manufacturing	1993-09-01	828.1
SMS	30	Manufacturing	1993-10-01	825.3
SMS	30	Manufacturing	1993-11-01	823.6
SMS	30	Manufacturing	1993-12-01	821.5
SMS	30	Manufacturing	1994-01-01	819.1
SMS	30	Manufacturing	1994-02-01	816.7
SMS	30	Manufacturing	1994-03-01	815.7
SMS	30	Manufacturing	1994-04-01	816.4
SMS	30	Manufacturing	1994-05-01	814.3
SMS	30	Manufacturing	1994-06-01	813.1
SMS	30	Manufacturing	1994-07-01	813.7
SMS	30	Manufacturing	1994-08-01	813.6
SMS	30	Manufacturing	1994-09-01	812.3
SMS	30	Manufacturing	1994-10-01	813.1
SMS	30	Manufacturing	1994-11-01	813.0
SMS	30	Manufacturing	1994-12-01	811.9
SMS	30	Manufacturing	1995-01-01	810.5
SMS	30	Manufacturing	1995-02-01	812.0
SMS	30	Manufacturing	1995-03-01	811.7
SMS	30	Manufacturing	1995-04-01	811.8
SMS	30	Manufacturing	1995-05-01	811.2
SMS	30	Manufacturing	1995-06-01	809.3
SMS	30	Manufacturing	1995-07-01	807.4
SMS	30	Manufacturing	1995-08-01	812.3
SMS	30	Manufacturing	1995-09-01	809.9
SMS	30	Manufacturing	1995-10-01	805.0
SMS	30	Manufacturing	1995-11-01	804.9
SMS	30	Manufacturing	1995-12-01	803.4
SMS	30	Manufacturing	1996-01-01	797.0
SMS	30	Manufacturing	1996-02-01	797.9
SMS	30	Manufacturing	1996-03-01	797.5
SMS	30	Manufacturing	1996-04-01	792.9
SMS	30	Manufacturing	1996-05-01	794.1
SMS	30	Manufacturing	1996-06-01	794.7
SMS	30	Manufacturing	1996-07-01	795.0
SMS	30	Manufacturing	1996-08-01	796.2
SMS	30	Manufacturing	1996-09-01	795.6
SMS	30	Manufacturing	1996-10-01	795.4
SMS	30	Manufacturing	1996-11-01	794.5
SMS	30	Manufacturing	1996-12-01	794.4
SMS	30	Manufacturing	1997-01-01	794.4
SMS	30	Manufacturing	1997-02-01	793.6
SMS	30	Manufacturing	1997-03-01	794.8
SMS	30	Manufacturing	1997-04-01	796.4
SMS	30	Manufacturing	1997-05-01	795.2
SMS	30	Manufacturing	1997-06-01	792.9
SMS	30	Manufacturing	1997-07-01	794.5
SMS	30	Manufacturing	1997-08-01	795.1
SMS	30	Manufacturing	1997-09-01	795.3
SMS	30	Manufacturing	1997-10-01	798.1
SMS	30	Manufacturing	1997-11-01	798.1
SMS	30	Manufacturing	1997-12-01	799.9
SMS	30	Manufacturing	1998-01-01	798.5
SMS	30	Manufacturing	1998-02-01	798.6
SMS	30	Manufacturing	1998-03-01	797.6
SMS	30	Manufacturing	1998-04-01	795.8
SMS	30	Manufacturing	1998-05-01	794.7
SMS	30	Manufacturing	1998-06-01	794.6
SMS	30	Manufacturing	1998-07-01	782.4
SMS	30	Manufacturing	1998-08-01	789.0
SMS	30	Manufacturing	1998-09-01	788.5
SMS	30	Manufacturing	1998-10-01	783.6
SMS	30	Manufacturing	1998-11-01	781.6
SMS	30	Manufacturing	1998-12-01	779.7
SMS	30	Manufacturing	1999-01-01	779.7
SMS	30	Manufacturing	1999-02-01	777.0
SMS	30	Manufacturing	1999-03-01	774.1
SMS	30	Manufacturing	1999-04-01	774.8
SMS	30	Manufacturing	1999-05-01	773.6
SMS	30	Manufacturing	1999-06-01	771.5
SMS	30	Manufacturing	1999-07-01	769.7
SMS	30	Manufacturing	1999-08-01	767.7
SMS	30	Manufacturing	1999-09-01	765.6
SMS	30	Manufacturing	1999-10-01	767.3
SMS	30	Manufacturing	1999-11-01	767.6
SMS	30	Manufacturing	1999-12-01	767.5
SMS	30	Manufacturing	2000-01-01	763.5
SMS	30	Manufacturing	2000-02-01	760.2
SMS	30	Manufacturing	2000-03-01	756.3
SMS	30	Manufacturing	2000-04-01	755.2
SMS	30	Manufacturing	2000-05-01	751.2
SMS	30	Manufacturing	2000-06-01	749.8
SMS	30	Manufacturing	2000-07-01	748.0
SMS	30	Manufacturing	2000-08-01	746.8
SMS	30	Manufacturing	2000-09-01	744.5
SMS	30	Manufacturing	2000-10-01	742.9
SMS	30	Manufacturing	2000-11-01	738.9
SMS	30	Manufacturing	2000-12-01	736.9
SMS	30	Manufacturing	2001-01-01	739.1
SMS	30	Manufacturing	2001-02-01	735.3
SMS	30	Manufacturing	2001-03-01	730.4
SMS	30	Manufacturing	2001-04-01	722.8
SMS	30	Manufacturing	2001-05-01	715.4
SMS	30	Manufacturing	2001-06-01	711.6
SMS	30	Manufacturing	2001-07-01	705.2
SMS	30	Manufacturing	2001-08-01	697.8
SMS	30	Manufacturing	2001-09-01	691.1
SMS	30	Manufacturing	2001-10-01	683.7
SMS	30	Manufacturing	2001-11-01	677.3
SMS	30	Manufacturing	2001-12-01	672.5
SMS	30	Manufacturing	2002-01-01	666.8
SMS	30	Manufacturing	2002-02-01	662.6
SMS	30	Manufacturing	2002-03-01	660.1
SMS	30	Manufacturing	2002-04-01	659.7
SMS	30	Manufacturing	2002-05-01	656.6
SMS	30	Manufacturing	2002-06-01	652.6
SMS	30	Manufacturing	2002-07-01	648.6
SMS	30	Manufacturing	2002-08-01	646.7
SMS	30	Manufacturing	2002-09-01	642.8
SMS	30	Manufacturing	2002-10-01	641.4
SMS	30	Manufacturing	2002-11-01	638.4
SMS	30	Manufacturing	2002-12-01	633.8
SMS	30	Manufacturing	2003-01-01	630.9
SMS	30	Manufacturing	2003-02-01	627.1
SMS	30	Manufacturing	2003-03-01	624.2
SMS	30	Manufacturing	2003-04-01	619.1
SMS	30	Manufacturing	2003-05-01	615.2
SMS	30	Manufacturing	2003-06-01	612.2
SMS	30	Manufacturing	2003-07-01	605.1
SMS	30	Manufacturing	2003-08-01	604.5
SMS	30	Manufacturing	2003-09-01	603.9
SMS	30	Manufacturing	2003-10-01	602.1
SMS	30	Manufacturing	2003-11-01	601.3
SMS	30	Manufacturing	2003-12-01	598.7
SMS	30	Manufacturing	2004-01-01	600.5
SMS	30	Manufacturing	2004-02-01	600.3
SMS	30	Manufacturing	2004-03-01	600.3
SMS	30	Manufacturing	2004-04-01	596.6
SMS	30	Manufacturing	2004-05-01	596.6
SMS	30	Manufacturing	2004-06-01	596.2
SMS	30	Manufacturing	2004-07-01	593.7
SMS	30	Manufacturing	2004-08-01	594.6
SMS	30	Manufacturing	2004-09-01	593.5
SMS	30	Manufacturing	2004-10-01	592.8
SMS	30	Manufacturing	2004-11-01	591.5
SMS	30	Manufacturing	2004-12-01	589.9
SMS	41	Wholesale Trade	1990-01-01	416.7
SMS	41	Wholesale Trade	1990-02-01	417.1
SMS	41	Wholesale Trade	1990-03-01	416.9
SMS	41	Wholesale Trade	1990-04-01	414.3
SMS	41	Wholesale Trade	1990-05-01	413.3
SMS	41	Wholesale Trade	1990-06-01	412.4
SMS	41	Wholesale Trade	1990-07-01	411.4
SMS	41	Wholesale Trade	1990-08-01	410.3
SMS	41	Wholesale Trade	1990-09-01	408.7
SMS	41	Wholesale Trade	1990-10-01	405.3
SMS	41	Wholesale Trade	1990-11-01	403.6
SMS	41	Wholesale Trade	1990-12-01	401.8
SMS	41	Wholesale Trade	1991-01-01	395.5
SMS	41	Wholesale Trade	1991-02-01	392.8
SMS	41	Wholesale Trade	1991-03-01	390.7
SMS	41	Wholesale Trade	1991-04-01	390.3
SMS	41	Wholesale Trade	1991-05-01	388.2
SMS	41	Wholesale Trade	1991-06-01	387.6
SMS	41	Wholesale Trade	1991-07-01	385.3
SMS	41	Wholesale Trade	1991-08-01	384.8
SMS	41	Wholesale Trade	1991-09-01	384.1
SMS	41	Wholesale Trade	1991-10-01	383.4
SMS	41	Wholesale Trade	1991-11-01	382.8
SMS	41	Wholesale Trade	1991-12-01	381.2
SMS	41	Wholesale Trade	1992-01-01	381.3
SMS	41	Wholesale Trade	1992-02-01	380.2
SMS	41	Wholesale Trade	1992-03-01	378.1
SMS	41	Wholesale Trade	1992-04-01	380.0
SMS	41	Wholesale Trade	1992-05-01	380.1
SMS	41	Wholesale Trade	1992-06-01	379.0
SMS	41	Wholesale Trade	1992-07-01	378.3
SMS	41	Wholesale Trade	1992-08-01	376.7
SMS	41	Wholesale Trade	1992-09-01	375.6
SMS	41	Wholesale Trade	1992-10-01	377.1
SMS	41	Wholesale Trade	1992-11-01	375.5
SMS	41	Wholesale Trade	1992-12-01	374.8
SMS	41	Wholesale Trade	1993-01-01	374.5
SMS	41	Wholesale Trade	1993-02-01	374.5
SMS	41	Wholesale Trade	1993-03-01	372.3
SMS	41	Wholesale Trade	1993-04-01	366.3
SMS	41	Wholesale Trade	1993-05-01	367.2
SMS	41	Wholesale Trade	1993-06-01	367.3
SMS	41	Wholesale Trade	1993-07-01	368.0
SMS	41	Wholesale Trade	1993-08-01	367.7
SMS	41	Wholesale Trade	1993-09-01	365.6
SMS	41	Wholesale Trade	1993-10-01	367.0
SMS	41	Wholesale Trade	1993-11-01	365.8
SMS	41	Wholesale Trade	1993-12-01	365.3
SMS	41	Wholesale Trade	1994-01-01	362.4
SMS	41	Wholesale Trade	1994-02-01	362.7
SMS	41	Wholesale Trade	1994-03-01	363.1
SMS	41	Wholesale Trade	1994-04-01	363.2
